Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
2 Amps 1-Pole Mini Circuit Breaker 5SJ4102-8HG40,SIEMENS,2 amps,240 volts,,,Model  5SJ4102-8HG40   Surplus New   2 amps   1   Plug-In   240 volts,https://www.lenmark.com//collections/breakers/products/2-amps-1-pole-mini-circuit-breaker-5sj4102-8hg40
20 Amp 3 Pole Circuit Breaker FAL36020,SQUARE D,20 amps,600 volts,,,"Model  FAL36020   Used   20 amps   3   Bolt-On   600 volts   ** For 1-phase or 250 VDC, use outside poles only  Interrupting Rating:  18 kA @ 240 V 14 kA @ 480/00 V",https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-fal36020
15 Amp 1 Pole Circuit Breaker GBH1015,EATON,15 amps,,,,Model  GBH1015   Used   15 amps   gbh   3   Bolt-On   Single-phase  Voltage: 347V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-gbh1015-5
15A 2-Pole Circuit Breaker w/ Ground Fault,SIEMENS,15 amps,120/240 volts,,,Condition  Used   15 amps   2   Bolt-On   120/240 volts,https://www.lenmark.com//collections/breakers/products/15a-2-pole-circuit-breaker-w-ground-fault
70 Amp 2 Pole Circuit Breaker BR270,EATON,70 amps,120/240 volts,,,Model  BR270   DOMINICAN REPUBLIC   Used   70 amps   BR   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-br270
20 Amp 277 Volts Circuit Breaker 1489-MC,ALLEN-BRADLEY,20 amps,,,,Model  1489-MC   UNITED STATES   Used   20 amps   MC   1   Plug-In   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/20-amp-277-volts-circuit-breaker-1489-mc
2.5-4 Amp Circuit Breaker GV2ME08 w/ Auxiliary Contact GVAD0110,SCHNEIDER ELECTRIC,2.5-4 amps,690 volts,,,Model  GV2ME08   FRANCE   Used   2.5-4 amps   GV   3   Plug-In   690 volts   3-phase   Electrical Connection: Clamping Screw Working Voltage: 230...690V AC,https://www.lenmark.com//collections/breakers/products/2-5-4-amp-circuit-breaker-gv2me08-w-auxiliary-contact-gvad0110
30 Amp 2 Pole Circuit Breaker multi9 C60N,MERLIN GERIN,30 amps,480 volts,,,Model  17447   ITALY   Used   30 amps   C   2   480 volts   Current Interrupting Rating:  5 kA @ 480 VAC 10 kA @ 240 VAC 10 kA @ 125 VDC,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-multi9-c60n
Stab-Lok 40 Amp 1 Pole Circuit Breaker NA140,FEDERAL PACIFIC,40 amps,120/240 volts,,,Model  NA140   Used   40 amps   NA   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/stab-lok-40-amp-1-pole-circuit-breaker-na140
Stab-Lok 20 Amp 1 Pole Circuit Breaker NC120,FEDERAL PIONEER,20 amps,120/240 volts,,,Model  NC120   Used   20 amps   NC   1   Plug-In   120/240 volts   Single-phase   Current Interrupting Rating: 10 kA @ 120/240 V,https://www.lenmark.com//collections/breakers/products/stab-lok-20-amp-1-pole-circuit-breaker-nc120-1
70 Amp 1 Pole Circuit Breaker LELK1-1RS4-30452-70,AIRPAX,70 amps,,,,Model  LELK1-1RS4-30452-70   MEXICO   Used   70 amps   1   Plug-In   Voltage: 80 VDC Interrupting Capacity: 55kA,https://www.lenmark.com//collections/breakers/products/70-amp-1-pole-circuit-breaker-lelk1-1rs4-30452-70
Circuit Breaker M1640 20A 120/240V 2-Pole,CUTLER-HAMMER,20 amps,120/240 volts,,,Model  M1640   Surplus New   20 amps   2   Bolt-On   120/240 volts,https://www.lenmark.com//collections/breakers/products/circuit-breaker-m1640-20a-120-240v-2-pole
15 Amp 2 Pole Tandem Circuit Breaker TR1515,GENERAL ELECTRIC,,,,,Model  TR1515   Used,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-tandem-circuit-breaker-tr1515
30 Amp 2 Pole Circuit Breaker BQL230,CUTLER-HAMMER,30 amps,240 volts,,,Model  BQL230   DOMINICAN REPUBLIC   Used   30 amps   BQL   2   Bolt-On   240 volts   3-phase   Interrupting Rating: 10 kA   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-bql230
20 Amp 3 Pole Circuit Breaker Type QOB,SQUARE D,,,,,Made In  MEXICO   Used   Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-type-qob
15 Amp 1 Pole Circuit Breaker NB115,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NB115   Very Good   15 amps   NB   1   Bolt-On   120/240 volts   Single-phase   Current Interrupting Capacity: 10 kA @ 120/240 V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-nb115
15 Amp 2 Pole Circuit Breaker NB215,FEDERAL PIONEER,,,,,Model  NB215   Used   Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-nb215-10
70 Amp 3 Pole Circuit Breaker EB3070 240V 3-ph,WESTINGHOUSE,70 amps,240 volts,,,Model  EB3070   UNITED STATES   Used   70 amps   AB DE-ION   3   Bolt-On   240 volts   3-phase   Type: EB   Protection: Thermal Magnetic  Interrupting Rating: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-eb3070-240v-3-ph
20 Amp 3 Pole Circuit Breaker 240 V Type QO,SQUARE D,,,,,Condition  Used,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-240-v-type-qo
15 Amp 3 Pole Circuit Breaker 600 V HFB3015,WESTINGHOUSE,15 amps,600 volts,,,Model  HFB3015   CANADA   Used   15 amps   3   Bolt-On   600 volts   Style: 4976D04G34  Interrupting Capacity:  65 kA @ 240 V 25 kA @ 480 V 18 kA @ 600 V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-600-v-hfb3015
16 Amp Motor Protection Circuit Breaker PKZM0-016,MOELLER,16 amps,600 volts,,,"Model  PKZM0-0,16   Used   16 amps   3   Bolt-On   600 volts   3-phase   No   No",https://www.lenmark.com//collections/breakers/products/16-amp-motor-protection-circuit-breaker-pkzm0-016
30 Amp 3 Pole Circuit Breaker BAB3030H 240V 3-ph,CUTLER-HAMMER,30 amps,240 volts,,,Model  BAB3030H   DOMINICAN REPUBLIC   Used   30 amps   BA   3   Bolt-On   240 volts   3-phase   Protection: Thermal Magnetic Interrupting Rating: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-bab3030h-240v-3-ph
15 Amp 2 Pole Circuit Breaker QNBL2015,WESTINGHOUSE,15 amps,120/240 volts,,,Model  QNBL2015   Used   15 amps   -   2   Bolt-On   120/240 volts   Single-phase   Sub-Category: Molded Case   Family: QUICKLAG  Type: QNBL   Phase: 1  Amperage: 15   Functions: LI - Long-Time and Instantaneous  Aic Rating: 10kA@240V   Protection: Thermal Magnetic,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-qnbl2015
20 Amp 3 Pole Circuit Breaker QO320,SQUARE D,20 amps,240 volts,,,Model  QO320   Used   20 amps   QO   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-qo320-5
15 Amp 3 Pole Circuit Breaker Type BA BAB3015H,EATON,15 amps,240 volts,,,"Model  BAB3015H   DOMINICAN REPUBLIC   Surplus New   15 amps   BAB   3   Bolt-On   240 volts   3-phase  Interrupting Rating: 10,000 Amps",https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-type-ba-bab3015h
50 Amp 2 Pole Circuit Breaker QC2050,CUTLER-HAMMER,50 amps,120/240 volts,,,Model  QC2050   DOMINICAN REPUBLIC   Used   50 amps   QC   2   Bolt-On   120/240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-qc2050
20 Amp 2 Pole Circuit Breaker FD2020 600V 1-ph,WESTINGHOUSE,20 amps,600 volts,,,"Model  FD2020   Used   20 amps   C   2   Bolt-On   600 volts   Single-phase   Type: FD   Frame: F Frame  Protection: Thermal Magnetic   Interrupting Rating: 65kA at 240V, 25kA at 480V, 18kA at 600V",https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-fd2020-600v-1-ph
15 Amp 1 Pole Circuit Breaker Type BQSWD 96037,SIEMENS,,240 volts,,,"Model  BQSWD   CANADA   Used   BQ   1   Bolt-On   240 volts   Single-phase  Interrupting Rating: 10,000 Amps",https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-type-bqswd-96037
20 Amp 2 Pole Circuit Breaker THQB220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQB220   Used   20 amps   N/A   2   Bolt-On   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqb220
15 amp Twin/Tandem Circuit Breaker Type TR,GENERAL ELECTRIC,15 amps,,,,Model  Type TR   CANADA   Used   15 amps   TR   2   Single-phase   Connection: Bolt-On   Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/15-amp-twin-tandem-circuit-breaker-type-tr
50 Amp 1 Pole Circuit Breaker BA150,CUTLER-HAMMER,50 amps,120/240 volts,,,Model  BA150   Surplus New   50 amps   BA   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/50-amp-1-pole-circuit-breaker-ba150
15 Amp 2 Pole Circuit Breaker BU-ESA2015,FUJI ELECTRIC,15 amps,240/480 volts,,,Model  BU-ESA2015   JAPAN   Used   15 amps   BU   2   Bolt-On   240/480 volts   3-phase   Interrupting Rating: 14kA at 480 volts,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-bu-esa2015
100 Amp 2 Pole Circuit Breaker QOM100VHL,SQUARE D,100 amps,120/240 volts,,,Model  QOM100VHL   MEXICO   Used   100 amps   QOM1   2   Bolt-On   120/240 volts   Single-phase   Protection: Thermal Magnetic   Interrupting Rating: 22kA at 120 volts,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-qom100vhl-3
125 Amp 3 Pole Circuit Breaker FB3125,WESTINGHOUSE,125 amps,600 volts,,,Model  FB3125   Used   125 amps   FB   3   Bolt-On   600 volts   3-phase   Connection: Bolt-On   Protection: Thermal Magnetic  Interrupting Rating: 14kA at 480 volts,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-fb3125
15 Amp 3 Pole Circuit Breaker FAL36015,SQUARE D,15 amps,600 volts,,,Model  FAL36015   CANADA   Used   15 amps   FAL   3   Bolt-On   600 volts   3-phase   Connection: Feed-Thru   Protection: Thermal Magnetic  Interrupting Rating: 14kA at 480 volts   Frame Size: F Frame,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fal36015-1
30 Amp 2 Pole Circuit Breaker THQL230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQL230   Used   30 amps   N/A   2   Plug-In   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thql230
60 Amp 2 Pole Circuit Breaker BR260,CUTLER-HAMMER,60 amps,120/240 volts,,,Model  BR260   Used   60 amps   BR   2   Plug-In   120/240 volts   Single-phase   No   No   Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-br260-5
20 Amp 2 Pole Circuit Breaker BQ2B020,SIEMENS,20 amps,120/240 volts,,,Model  BQ2B020   Used   20 amps   BQ   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-bq2b020-9
30 Amp 2 Pole Circuit Breaker B230,SIEMENS,30 amps,120/240 volts,,,Model  B230   Used   30 amps   B   2   Plug-In   120/240 volts   Single-phase   Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-b230-6
15 Amp 1 Pole Circuit Breaker Q1515NC,SIEMENS,15 amps,240 volts,,,Model  Q1515NC   Used   15 amps   2   Plug-In   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-q1515nc
40 Amp 2 Pole Circuit Breaker Q240,SIEMENS,40 amps,120/240 volts,,,Model  Q240   MEXICO   Used   40 amps   Q   2   Plug-In   120/240 volts   Single-phase   Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-q240
15 Amp 2 Pole Circuit Breaker NC215,FEDERAL PIONEER,15 amps,240 volts,,,Model  NC215   Used   15 amps   2   Bolt-On   240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-nc215-1
Stab-lok 15 Amp 2 Pole Circuit Breaker NB215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NB215   Used   15 amps   NB   2   Bolt-On   120/240 volts   Single-phase   No   No   Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-2-pole-circuit-breaker-nb215-4
Stab-Lok 15 Amp 2 Pole Circuit Breaker NC215,FEDERAL PIONEER,15 amps,240 volts,,,Model  NO215   Used   15 amps   NC   2   Plug-In   240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-2-pole-circuit-breaker-nc215-2
15 Amp 3 Pole Circuit Breaker BQ3B015,SIEMENS,15 amps,240 volts,,,Model  BQ3B015   Used   15 amps   3   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-bq3b015-1
30 Amp 1 Pole Circuit Breaker NB130,FEDERAL PIONEER,30 amps,120/240 volts,,,Model  NB130   Used   30 amps   NB   1   Bolt-On   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-nb130-5
15 Amp 2 Pole Circuit Breaker NB215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NB215   Used   15 amps   NB   2   Bolt-On   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-nb215-6
Stab-lok 15 Amp 1 Pole Circuit Breaker NA115,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NA115   CANADA   Used   15 amps   NA   1   Plug-In   120/240 volts   Single-phase   Protection: Thermal Magnetic   Functions: LI - Long-Time and Instantaneous  Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-1-pole-circuit-breaker-na115-1
15 Amp 2 Pole Circuit Breaker NC0215CP,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NC0215CP   CANADA   Used   15 amps   NC   2   Plug-In   120/240 volts   Single-phase   No   No   Protection: Thermal Magnetic   Functions: LI - Long-Time and Instantaneous  Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-nc0215cp
50 Amp 3 Pole Circuit Breaker QO350,SQUARE D,50 amps,240 volts,,,Model  QO350   Used   50 amps   QO   3   Plug-In   240 volts   3-phase   Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-qo350-3
40 amp 1 Pole Circuit Breaker NA140,FEDERAL PIONEER,40 amps,120/240 volts,,,Model  NA140   CANADA   Used   40 amps   NA   1   Plug-In   120/240 volts   Single-phase   Connection: Plug-In   Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous   Interrupting Rating: 10kA,https://www.lenmark.com//collections/breakers/products/40-amp-1-pole-circuit-breaker-na140-1
100 Amp 2 Pole Circuit Breaker EQ9675,SIEMENS,100 amps,120/240 volts,,,Model  EQ9675   Used   100 amps   EQ   2   Plug-In   120/240 volts   Single-phase   Interrupting Capacity: 22kA at 120/240V,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-eq9675-2
70 Amp 2 Pole Circuit Breaker BA270,CUTLER-HAMMER,70 amps,240 volts,,,Model  BA270   Used   70 amps   BA   2   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-ba270-1
100 Amp 2 Pole Circuit Breaker EQ9675,SIEMENS,100 amps,120/240 volts,,,Model  EQ9675   Used   100 amps   EQ   2   Plug-In   120/240 volts   Single-phase   Interrupting Capacity: 22kA at 120/240V,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-eq9675-3
20 Amp Electrical Motor Controls DILM32-10,EATON,25 amps,400 volts,,,Model  DILM32-10   Used   25 amps   3   400 volts   3-phase,https://www.lenmark.com//collections/breakers/products/20-amp-electrical-motor-controls-dilm32-10
70 Amp 3 Pole Circuit Breaker Q370,SIEMENS,70 amps,240 volts,,,Model  Q370   Used   70 amps   QP   3   Plug-In   240 volts   3-phase   Interrupting Rating: 10kA@240V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-q370
15 Amp Circuit Breaker FHL36015,SQUARE D,15 amps,240 volts,,,Model  FHL36015   Used   15 amps   FH   3   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/15-amp-circuit-breaker-fhl36015
15 Amp 2 Pole Circuit Breaker BQD6215,SIEMENS,15 amps,240 volts,,,Model  BQD6215   Used   15 amps   BQD   2   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-bqd6215
50 Amp 3 Pole Circuit Breaker TED136050,GENERAL ELECTRIC,50 amps,600 volts,,,Model  TED136050   Used   50 amps   TED   3   Bolt-On   600 volts   3-phase   Sub-Category : Molded Case  Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 18kA@480V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-ted136050
60 Amp 3 Pole Circuit Breaker QO360,SQUARE D,60 amps,240 volts,,,Model  QO360   Used   60 amps   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-qo360-7
15 Amp 3 Pole Circuit Breaker EHB3015,WESTINGHOUSE,15 amps,600 volts,,,Model  EHB3015   Used   15 amps   EHB   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  AIC Rating14kA@480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-ehb3015-1
15 Amp 1 Pole Circuit Breaker NEF311015,FEDERAL PIONEER,15 amps,,,,Model  NEF311015   Used   15 amps   NEF   1   Bolt-On   Single-phase   No   No   Voltage: 346V  Interrupting Capacity: 14kA at 346V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-nef311015-1
15 Amp 3 Pole Circuit Breaker FA2015,WESTINGHOUSE,15 amps,600 volts,,,Model  FA2015   CANADA   Used   15 amps   FA   2   Bolt-On   600 volts   3-phase   Protection : Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Interrupting Rating: 14kA@480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fa2015
15 Amp 3 Pole Circuit Breaker FAP36015,SQUARE D,15 amps,600 volts,,,Model  FAP36015   Used   15 amps   FAP   3   Bolt-On   600 volts   3-phase   Protection : Thermal-magnetic  Interrupting Capacity:  18kA at 240V  14kA at 480V  14kA at 600V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fap36015
Stab-lok 15 Amp 2 Pole Circuit Breaker NB215,FEDERAL PIONEER,15 amps,120/240 volts,,,"Model  NB215   Used   15 amps   NB   2   Bolt-On   120/240 volts   Single-phase   No   No    Range of product : Stab-lok  Product or component type : Miniature circuit-breaker  Mounting mode : Bolt-On  Electrical connection : Screw connector AWG gauge: AWG 4...AWG 2/0 aluminium/copper,AWG 14...AWG 2 aluminium/copper Authentic Federal Pioneer Product  Interrupting Capacity: 10kA at 120/240V",https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-2-pole-circuit-breaker-nb215-1
20 Amp 3 Pole Circuit Breaker B320H,SIEMENS,20 amps,240 volts,,,Model  B320H   Used   20 amps   B   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-b320h
