Title,Manufacturer,Amps,Voltage,Max. Voltage,Bus Ratings,Electrical,Description,Link
Dual 30A/20A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 60/20a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 60/20a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 60a / CED6 20a   Components  SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-30a-20a-circuit-breaker-mcc-bucket
Dual 20/30A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 30a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 30a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 30a  Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-20-30a-circuit-breaker-mcc-bucket
Dual 25A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a   Components  2 x SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-25a-circuit-breaker-mcc-bucket
Dual 15/40A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B040, 40A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15-40a-circuit-breaker-mcc-bucket-1
Dual 30/15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 30a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 30a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 30a  Components  SIEMENS Circuit Breaker CED63B030, 30A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-30-15a-circuit-breaker-mcc-bucket-1
Dual 30/15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Circuit Breaker CED63B030, 30A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-30-15a-circuit-breaker-mcc-bucket
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-1
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,,,,"S/N:  S135124   UNITED STATES   Surplus New   ** Main breaker unit not installed  Unit Short Circuit Rating: 50 kA RMS symmetrical when equipped with CETI 100a 1000mag Electricals Include  Raychem MCK-2V Heat Shrink Splice Caps, 12-4 AWG, 600V  Siemens 40HP32A* Contactor, 90Amp, 600V, 50hp max.  Siemens SIMOCODE PRO V PROFIBUS DP interface 3UF7010-1AU00-0  Siemens 3UF7500-1AA00-0 Ground Fault Module  Siemens 3UL2202-3A Current Transformer  Siemens 3UF7102-1AA00-0 Current Measuring Module, 10-100A  Wiring & Additional Small Electricals",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-142
Dual 20/15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a  Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-20-15a-circuit-breaker-mcc-bucket
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-6
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-2
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-4
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-5
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a   Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-1
Dual 15A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  2 x SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-15a-circuit-breaker-mcc-bucket-3
Circuit Breaker CED63B060 60A 600V 3-Pole,SIEMENS,,,,,,Model  CED63B060   Very Good,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63b060-60a-600v-3-pole
Dual 30A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 30a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 30a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 30a  Components  2 x SIEMENS Circuit Breaker CED63B030, 30A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-30a-circuit-breaker-mcc-bucket-1
9300 Series Power Meter MCC Bucket,SIEMENS,,,,,,"Condition  Very Good   Components  SIEMENS 9300 Series Advanced Power Meter w/ Integrated Display  2 x INSTRUMENT TRANSFORMERS Current Transformer 456-600, 600V, 5:1, 10kV BIL, 60hz  6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC  2 x SIEMENS Auxiliary Switch Block 3R1911-1GA04 - $15",https://www.lenmark.com//collections/mcc/products/9300-series-power-meter-mcc-bucket-3
9300 Series Power Meter MCC Bucket,SIEMENS,,,,,,"Condition  Very Good   Components  SIEMENS 9300 Series Advanced Power Meter w/ Integrated Display  2 x INSTRUMENT TRANSFORMERS Current Transformer 456-600, 600V, 5:1, 10kV BIL, 60hz  5 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder w/ 2A, 600V Fuse",https://www.lenmark.com//collections/mcc/products/9300-series-power-meter-mcc-bucket-2
Transformer MCC Bucket 7.5kVA Single-Phase Dry Type,SIEMENS,,,,,,"Condition  Used   Components HAMMOND 7.5 kVA Transformer, Pri. 600 Sec.120/240, D53492207",https://www.lenmark.com//collections/mcc/products/transformer-mcc-bucket-7-5kva-single-phase-dry-type-3
Transformer MCC Bucket 7.5kVA Single-Phase Dry Type,SIEMENS,,,,,,"Condition  Used   Components  HAMMOND 7.5 kVA Transformer, Pri. 600 Sec.120/240, D53492207",https://www.lenmark.com//collections/mcc/products/transformer-mcc-bucket-7-5kva-single-phase-dry-type-4
Transformer MCC Bucket 7.5kVA Single-Phase Dry Type,SIEMENS,,,,,,"Condition  Very Good   Components HAMMOND 7.5 kVA Transformer, Pri. 600 Sec.120/240, D53492207",https://www.lenmark.com//collections/mcc/products/transformer-mcc-bucket-7-5kva-single-phase-dry-type
100 hp Motor Control Center Unit,SIEMENS,,,600,,,"Made In  MEXICO   Used   100 hp   600   Power: 100 hp, 75 kW  Phase: 3-phase  Ampere RMS Symmetrical: 50K",https://www.lenmark.com//collections/mcc/products/100-hp-motor-control-center-unit
9300 Series Power Meter MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  SIEMENS 9300 Series Advanced Power Meter w/ Integrated Display 2 x INSTRUMENT TRANSFORMERS Current Transformer 456-600, 600V, 5:1, 10kV BIL, 60hz 5 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/9300-series-power-meter-mcc-bucket-5
Feeder Circuit Breaker MCC Bucket 20a,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a  Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole 6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-20a-3
9300 Series Power Meter MCC Bucket,SIEMENS,,,,,,"Condition  Very Good   Components  SIEMENS 9300 Series Advanced Power Meter w/ Integrated Display  2 x INSTRUMENT TRANSFORMERS Current Transformer 456-600, 600V, 5:1, 10kV BIL, 60hz  5 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder w/ 2A, 600V Fuse",https://www.lenmark.com//collections/mcc/products/9300-series-power-meter-mcc-bucket
9300 Series Power Meter MCC Bucket,SIEMENS,,,,,,"Condition  Very Good   Components  SIEMENS 9300 Series Advanced Power Meter w/ Integrated Display  2 x INSTRUMENT TRANSFORMERS Current Transformer 456-600, 600V, 5:1, 10kV BIL, 60hz  5 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder w/ 2A, 600V Fuse",https://www.lenmark.com//collections/mcc/products/9300-series-power-meter-mcc-bucket-1
Feeder Circuit Breaker MCC Bucket 20A,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a   Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole 6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-20a-2
Feeder Circuit Breaker MCC Bucket 20A,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a   Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole 6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-20a-1
Feeder Circuit Breaker MCC Bucket 20a,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a  Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole 6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-20a-4
SIMOCODE Repeater MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  3 x SIEMENS RS-485 Repeater 6ES7972-0AA01-0XA0 SIEMENS PROFIBUS Terminator 6ES7972-0DA00-0AA0 SIEMENS Regulated Power Supply 6ES7307-1EA00-0AA0, 120/230VAC Input, 24VDC/5A Output SIEMENS PROFIBUS Optical Link Module OLM/G12 SIEMENS Circuit Breaker 5SX21-C6, 6A, 230/400V SIEMENS Circuit Breaker 5SX21-C4, 4A, 230/400V",https://www.lenmark.com//collections/mcc/products/simocode-repeater-mcc-bucket-2
50 Amp 3-Pole Circuit Breaker CED63A050,SIEMENS,50 amps,600 volts,,,,Model  CED63A050   Very Good   50 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a050-50a-600v-3-pole
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,,,"600V, 60hz, 3-Ph","Condition  Used   MCC Bucket Specifications:  HP Rating: 3HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH2112-1AK60, 2NO+2NC, 41A, 110VAC- SIEMENS Contactor 40DP32A 10HP 27A 600VAC- SIEMENS Current Transformer 3UL2302-1A SIEMENS Ground Fault Module 3UF7510-1AA00-0- SIEMENS 10 Amp 3-Pole Circuit Breaker CED63A010- SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0-",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-140
Feeder Circuit Breaker MCC Bucket 20A,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 20a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 20a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 20a   Components  SIEMENS Circuit Breaker CED63B020, 20A, 600V, 3-Pole 6 x FERRAZ SHAWMUT UltraSafe 600V, 30A Fuse Holder",https://www.lenmark.com//collections/mcc/products/feeder-circuit-breaker-mcc-bucket-20a
SIMOCODE Repeater MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  2 x SIEMENS RS-485 Repeater 6ES7972-0AA01-0XA0 2 x SIEMENS PROFIBUS Terminator 6ES7972-0DA00-0AA0 SIEMENS Regulated Power Supply 6ES7307-1EA00-0AA0, 120/230VAC Input, 24VDC/5A Output SIEMENS PROFIBUS Optical Link Module OLM/G12 SIEMENS Circuit Breaker 5SX21-C6, 6A, 230/400V SIEMENS Circuit Breaker 5SX21-C4, 4A, 230/400V",https://www.lenmark.com//collections/mcc/products/simocode-repeater-mcc-bucket-5
Circuit Breaker CED63A030 30A 600V 3-Pole,SIEMENS,30 amps,600 volts,,,,Model  CED63A030   Very Good   30 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a030-30a-600v-3-pole
SIMOCODE Repeater MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  2 x SIEMENS RS-485 Repeater 6ES7972-0AA01-0XA0 SIEMENS PROFIBUS Terminator 6ES7972-0DA00-0AA0 SIEMENS Regulated Power Supply 6ES7307-1EA00-0AA0, 120/230VAC Input, 24VDC/5A Output SIEMENS PROFIBUS Optical Link Module OLM/G12 SIEMENS Circuit Breaker 5SX21-C6, 6A, 230/400V SIEMENS Circuit Breaker 5SX21-C4, 4A, 230/400V",https://www.lenmark.com//collections/mcc/products/simocode-repeater-mcc-bucket
SIMOCODE Repeater MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  2 x SIEMENS RS-485 Repeater 6ES7972-0AA01-0XA0 SIEMENS PROFIBUS Terminator 6ES7972-0DA00-0AA0 SIEMENS Regulated Power Supply 6ES7307-1EA00-0AA0, 120/230VAC Input, 24VDC/5A Output SIEMENS PROFIBUS Optical Link Module OLM/G12 SIEMENS Circuit Breaker 5SX21-C6, 6A, 230/400V SIEMENS Circuit Breaker 5SX21-C4, 4A, 230/400V",https://www.lenmark.com//collections/mcc/products/simocode-repeater-mcc-bucket-1
Transformer MCC Bucket 7.5kVA Single-Phase Dry Type,SIEMENS,,,,,,"Condition  Very Good   Components HAMMOND 7.5 kVA Transformer, Pri. 600 Sec.120/240, D53492207",https://www.lenmark.com//collections/mcc/products/transformer-mcc-bucket-7-5kva-single-phase-dry-type-1
SIMOCODE Repeater MCC Bucket,SIEMENS,,,,,,"Condition  Used   Components  2 x SIEMENS RS-485 Repeater 6ES7972-0AA01-0XA0 SIEMENS PROFIBUS Terminator 6ES7972-0DA00-0AA0 SIEMENS Regulated Power Supply 6ES7307-1EA00-0AA0, 120/230VAC Input, 24VDC/5A Output SIEMENS Circuit Breaker 5SX21-C6, 6A, 230/400V SIEMENS Circuit Breaker 5SX21-C4, 4A, 230/400V",https://www.lenmark.com//collections/mcc/products/simocode-repeater-mcc-bucket-4
Contactor 40LP32A 200HP 270A 460/575VAC,SIEMENS,,,,,,Model  40LP32A   Very Good,https://www.lenmark.com//collections/mcc/products/contactor-40lp32a-200hp-270a-460-575vac
Circuit Breaker CED63A025 25A 600V 3-Pole,SIEMENS,25 amps,600 volts,,,,Model  CED63A025   Very Good   25 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a025-25a-600v-3-pole
Circuit Breaker CED63B020 20A 600V 3-Pole,SIEMENS,,,,,,Model  CED63B020   Very Good,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63b020-20a-600v-3-pole
Circuit Breaker CED63B015 15A 600V 3-Pole,SIEMENS,,,,,,Model  CED63B015   Very Good,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63b015-15a-600v-3-pole
Circuit Breaker CED63A010 10A 600V 3-Pole,SIEMENS,10 amps,600 volts,,,,Model  CED63A010   Very Good   10 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a010-10a-600v-3-pole
SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0,SIEMENS,,,,,,Model  3UF7010-1AU00-0   Very Good,https://www.lenmark.com//collections/mcc/products/simocode-pro-v-pb-profibus-dp-interface-3uf7010-1au00-0
Circuit Breaker CED63A002 2A 600V 3-Pole,SIEMENS,,,,,,Model  CED63A002   Very Good,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a002-2a-600v-3-pole
Current Transformer 3UL2203-3A,SIEMENS,,,,,,Model  3UL2203-3A   Very Good,https://www.lenmark.com//collections/mcc/products/current-transformer-3ul2203-3a
50 hp Motor Control Center MCC Bucket No. 10824780-006 600 volts 100 amp 3-ph,SQUARE D,,,600,,,Model  10824780-006   CANADA   Used   3   50 hp   600   Starter: Square D   Model: 8536SE01  Size: 3   Fuse: Gould Shawmut  Model: FES60/ FES50   Amp: 60 amp/ 50 amp,https://www.lenmark.com//collections/mcc/products/50-hp-motor-control-center-mcc-bucket-no-10824780-006-600-volts-100-amp-3-ph
Current Transformer 456-600 600V 5/1 10kV BIL 60hz,INSTRUMENT TRANSFORMERS,,,,,,Model  456-600   Very Good,https://www.lenmark.com//collections/mcc/products/current-transformer-456-600-600v-5-1-10kv-bil-60hz
Current Measuring Module 3UF7104-1BA00-0,SIEMENS,,,,,,Model  3UF7104-1BA00-0   Very Good,https://www.lenmark.com//collections/mcc/products/current-measuring-module-3uf7104-1ba00-0
50 hp MCC Bucket Motor Starter 8536SEO1S,SQUARE D,,,600,,,Model  8536SEO1S   11174303-003   CANADA   Used   3   50 hp   600,https://www.lenmark.com//collections/mcc/products/50-hp-mcc-bucket-motor-starter-8536seo1s
9300 Series Advanced Power Meter w/ Integrated Display,SIEMENS,,,,,,"Model  9300   SC-0605A035-11   Very Good   Power Supply: 95-240V~: 0.3A Max.; 47-440hz; 120-310V; 0.3A Max.  Current Inputs: 10A Fullscale / 5A Nominal 3~  Voltage Inputs: 50-347V 3~ L-N 87 - 600V 3~ L-L  Options: Profi   Max. Wire: 12AWG, 4mm, 75C CU Wire Only",https://www.lenmark.com//collections/mcc/products/9300-series-advanced-power-meter-w-integrated-display
40 Amp 3-Pole Circuit Breaker CED63A040,SIEMENS,40 amps,600 volts,,,,Model  CED63A040   Very Good   40 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/mcc/products/circuit-breaker-ced63a040-40a-600v-3-pole
"10A, 600V, Motor Control Center Unit, 2192F w/ Terminals",ALLEN-BRADLEY,,,,,,Made In  CANADA   Good   Controller: AN-5   Volts: 600V  Frequency: 60Hz  Amps: 10A,https://www.lenmark.com//collections/mcc/products/10a-600v-motor-control-center-unit-2192f-w-terminals
Current Transformer 3UL2202-3A,SIEMENS,,,,,,Model  3UL2202-3A   Very Good,https://www.lenmark.com//collections/mcc/products/current-transformer-3ul2202-3a
Programable Controller FX2N-32ER-ES/UL,MITSUBISHI,,,,,,Model  FX2N-32ER-ES/UL   1690083   JAPAN   Used   Series: MELSEX-F Type: FX2N  Power Supply: 100/240V Current Type: AC  Digital Inputs: 16 Digital Outputs: 16,https://www.lenmark.com//collections/mcc/products/programable-controller-fx2n-32er-es-ul
Standard Programmable Logic Controller FX3G-24MR/ES,MITSUBISHI,,,,,,Model  FX3G-24MR/ES   JAPAN   Used   Series:  MELSEC-F  Power Supply: 100/240V Digital Inputs: 14  Digital Outputs: 10 Protection Class: IP10  Power Consumption (W): 32W,https://www.lenmark.com//collections/mcc/products/standard-programmable-logic-controller-fx3g-24mr-es
25 hp MCC Bucket Motor Starter,SQUARE D,,,600,,,"S/N:  10911905-013   CANADA   Used   25 hp   600   Fuse: 3 x 40 Amp, Class C",https://www.lenmark.com//collections/mcc/products/25-hp-mcc-bucket-motor-starter
Standard Programmable Logic Controller FX3G-14MR/ES,MITSUBISHI,,,,,,Model  FX3G-14MR/ES   11Z0251   JAPAN   Used   Series: MELSEC-F Power Supply: 100/240V  Digital Inputs: 8 Digital Outputs: 6  Protection Class: IP10 Power Consumption (W): 31W,https://www.lenmark.com//collections/mcc/products/standard-programmable-logic-controller-fx3g-14mr-es
Contactor 40HP32A 50HP 90A 600VAC,SIEMENS,90 amps,600 volts,,,,Model  40HP32A   Very Good   50 hp   600 volts   90 amps,https://www.lenmark.com//collections/mcc/products/contactor-40hp32a-50hp-90a-600vac
2HP Motor Control Center Class 8536 Type SBG1Y80,SQUARE D,,,575 V,,,Model  8536   Used   2 hp   575 V   Phase: 3 Size: 0  Enclosure: Type 1 Starter  8536SBO1S  NEMA Size 0  115/230V  1 HP/ 2 HP  Transformer  9070T100D1  0.1 kVA  Primary Voltage 220/230/240/440/460/480V  Secondary Voltage 110/115/120V,https://www.lenmark.com//collections/mcc/products/2hp-motor-control-center-class-8536-type-sbg1y80
DIL-00b-40/40/z0/k Starter Control Panel,Lenmark Industries,,,600,,,Model  DIL-00b-40/40/z0/k   Used   5 hp   600   Contactor Amp: 15   Phase: 3-phase,https://www.lenmark.com//collections/mcc/products/dil-00b-40-40-z0-k-starter-control-panel
Current Measuring Module 3UF7102-1AA00-0,SIEMENS,,,,,,Model  3UF7102-1AA00-0   Very Good,https://www.lenmark.com//collections/mcc/products/current-measuring-module-3uf7102-1aa00-0
Ground Fault Module 3UF7500-1AA00-0,SIEMENS,,,,,,Model  3UF7500-1AA00-0   Very Good,https://www.lenmark.com//collections/mcc/products/ground-fault-module-3uf7500-1aa00-0
Contactor 40FP32A 25HP 45A 600VAC,SIEMENS,45 amps,600 volts,,,,Model  40FP32A   Very Good   25 hp   600 volts   45 amps,https://www.lenmark.com//collections/mcc/products/contactor-40fp32a-25hp-45a-600vac
1 hp Submersible Motor Control SMC-CR1021-02,PENTAIR,,,230,,,Model  SMC-CR1021-02   5394627   Used   1 hp   230,https://www.lenmark.com//collections/mcc/products/pentek-1hp-230v-submersible-motor-control-smc-cr1021-02
Current Measuring Module 3UF7103-1AA00-0,SIEMENS,,,,,,Model  3UF7103-1AA00-0   GERMANY   Surplus New   Current Range: 20-200 Amp,https://www.lenmark.com//collections/mcc/products/current-measuring-module-3uf7103-1aa00-1
Contactor 40DP32A 10HP 27A 600VAC,SIEMENS,27 amps,600 volts,,,,Model  40DP32A   Very Good   10 hp   600 volts   27 amps,https://www.lenmark.com//collections/mcc/products/contactor-40dp32a-10hp-27a-600vac
UltraSafe 600V 30A Fuse Holder,FERRAZ SHAWMUT,2 amps,600 volts,,,,Condition  Very Good   2 amps   600 volts,https://www.lenmark.com//collections/mcc/products/ultrasafe-600v-30a-fuse-holder
Sirius Contactor Relay 3RH1122-1AK60 2NO 2NC 10A 110VAC,SIEMENS,10 amps,,,,,"Model  3RH1122-1AK60   Very Good   10 amps   Voltage: 110VAC  Contact Config.: 2 NO, 2 NC",https://www.lenmark.com//collections/mcc/products/sirius-contactor-relay-3rh1122-1ak60-2no-2nc-10a-110vac
Contact Block 3SB3400-0D,SIEMENS,,,,,,Model  3SB3400-0D   Very Good   Configuration: 2NO,https://www.lenmark.com//collections/mcc/products/contact-block-3sb3400-0d
